x,y,rssi_data
11,9,"[{'84:f1:47:a8:36:c3': -59}, {'84:f1:47:a8:9d:23': -94}, {'48:8b:0a:f2:3a:c3': -87}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:73:c3': -86}, {'84:f1:47:a8:77:23': -86}, {'84:f1:47:a8:9d:21': -94}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:ba:e1:e1': -95}, {'48:8b:0a:f2:3a:c1': -87}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:73:c1': -86}, {'84:f1:47:a8:77:21': -86}, {'84:f1:47:a8:9d:20': -94}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:73:c0': -86}, {'84:f1:47:a8:77:20': -93}, {'48:8b:0a:ba:e1:e0': -95}, {'48:8b:0a:f2:3a:c0': -94}, {'84:f1:47:a8:36:c2': -59}, {'48:8b:0a:f2:64:a2': -85}, {'84:f1:47:a8:73:c2': -86}, {'84:f1:47:a8:77:22': -86}, {'48:8b:0a:f2:3a:c2': -94}, {'84:f1:47:a8:9d:22': -94}, {'c4:9a:31:73:40:7e': -100}]"
12,9,"[{'84:f1:47:a8:36:c3': -58}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:77:23': -94}, {'48:8b:0a:f2:3a:c3': -95}, {'48:8b:0a:ba:e1:e3': -86}, {'48:8b:0a:f3:19:43': -94}, {'84:f1:47:a8:9d:23': -85}, {'84:f1:47:a8:36:c2': -58}, {'48:8b:0a:f2:64:a2': -85}, {'84:f1:47:a8:73:c2': -94}, {'84:f1:47:a8:77:22': -94}, {'48:8b:0a:f2:3a:c2': -95}, {'48:8b:0a:ba:e1:e2': -86}, {'84:f1:47:a8:9d:22': -85}, {'84:f1:47:a8:36:c1': -58}, {'48:8b:0a:f2:64:a1': -84}, {'84:f1:47:a8:77:21': -94}, {'48:8b:0a:f3:19:41': -94}, {'48:8b:0a:f2:3a:c1': -95}, {'48:8b:0a:ba:e1:e1': -87}, {'84:f1:47:a8:9d:21': -85}, {'84:f1:47:a8:36:c0': -58}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:1d:c0': -96}, {'48:8b:0a:f2:3a:c0': -95}, {'48:8b:0a:f3:19:40': -94}, {'48:8b:0a:ba:e1:e0': -86}, {'84:f1:47:a8:9d:20': -85}, {'86:9e:56:b9:17:6e': -97}]"
13,9,"[{'84:f1:47:a8:36:c3': -58}, {'48:8b:0a:f2:3a:c3': -94}, {'48:8b:0a:f3:19:43': -93}, {'48:8b:0a:ba:e1:e3': -85}, {'84:f1:47:a8:9d:23': -85}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -84}, {'84:f1:47:a8:77:23': -94}, {'48:8b:0a:f2:3a:c2': -94}, {'48:8b:0a:ba:e1:e2': -94}, {'48:8b:0a:f3:19:42': -87}, {'84:f1:47:a8:36:c2': -58}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -84}, {'84:f1:47:a8:77:22': -93}, {'84:f1:47:a8:9d:22': -85}, {'48:8b:0a:f2:3a:c1': -94}, {'48:8b:0a:ba:e1:e1': -93}, {'48:8b:0a:f3:19:41': -93}, {'84:f1:47:a8:36:c1': -58}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f2:64:a1': -84}, {'84:f1:47:a8:77:21': -94}, {'84:f1:47:a8:9d:21': -85}, {'48:8b:0a:f2:3a:c0': -94}, {'48:8b:0a:ba:e1:e0': -94}, {'48:8b:0a:f3:19:40': -87}, {'84:f1:47:a8:36:c0': -58}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f2:64:a0': -83}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:1d:c0': -97}, {'84:f1:47:a8:9d:20': -85}, {'72:cf:49:d7:21:fc': -99}]"
14,9,"[{'84:f1:47:a8:36:c3': -59}, {'84:f1:47:a8:9d:23': -85}, {'48:8b:0a:ba:e1:e3': -93}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -74}, {'f0:1d:2d:a5:1d:c3': -95}, {'84:f1:47:a8:77:23': -93}, {'48:8b:0a:f3:19:43': -93}, {'48:8b:0a:f2:3a:c3': -94}, {'84:f1:47:a8:9d:22': -85}, {'84:f1:47:a8:36:c2': -58}, {'48:8b:0a:f3:19:42': -87}, {'5c:a4:8a:4d:b2:e2': -97}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -74}, {'84:f1:47:a8:77:22': -94}, {'48:8b:0a:ba:e1:e2': -87}, {'84:f1:47:a8:9d:21': -85}, {'84:f1:47:a8:36:c1': -58}, {'48:8b:0a:f3:19:41': -93}, {'5c:a4:8a:4d:b2:e1': -97}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f2:64:a1': -74}, {'84:f1:47:a8:77:21': -93}, {'48:8b:0a:ba:e1:e1': -93}, {'48:8b:0a:f2:3a:c1': -94}, {'84:f1:47:a8:9d:20': -85}, {'84:f1:47:a8:36:c0': -58}, {'48:8b:0a:bb:22:80': -96}, {'84:f1:47:a8:73:c0': -93}, {'48:8b:0a:f2:64:a0': -82}, {'f0:1d:2d:a5:1d:c0': -95}, {'84:f1:47:a8:77:20': -93}, {'48:8b:0a:f3:19:40': -87}, {'48:8b:0a:ba:e1:e0': -87}, {'48:8b:0a:f2:3a:c0': -94}, {'86:9e:56:b9:17:6e': -96}, {'72:cf:49:d7:21:fc': -99}]"
15,9,"[{'84:f1:47:a8:36:c3': -58}, {'48:8b:0a:f2:3a:c3': -87}, {'48:8b:0a:ba:e1:e3': -86}, {'84:f1:47:a8:9d:23': -87}, {'84:f1:47:a8:73:c3': -85}, {'48:8b:0a:f2:64:a3': -86}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:f3:19:43': -96}, {'48:8b:0a:f2:3a:c2': -86}, {'48:8b:0a:ba:e1:e2': -85}, {'84:f1:47:a8:9d:22': -86}, {'84:f1:47:a8:36:c2': -58}, {'84:f1:47:a8:73:c2': -85}, {'48:8b:0a:f2:64:a2': -86}, {'84:f1:47:a8:77:22': -86}, {'84:f1:47:a8:36:c1': -58}, {'48:8b:0a:f2:3a:c1': -86}, {'48:8b:0a:ba:e1:e1': -87}, {'84:f1:47:a8:9d:21': -87}, {'84:f1:47:a8:73:c1': -85}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:77:21': -86}, {'84:f1:47:a8:36:c0': -53}, {'48:8b:0a:f2:3a:c0': -87}, {'48:8b:0a:ba:e1:e0': -87}, {'84:f1:47:a8:9d:20': -87}, {'84:f1:47:a8:73:c0': -85}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -86}, {'c4:9a:31:73:40:7e': -96}, {'86:9e:56:b9:17:6e': -97}]"
16,9,"[{'84:f1:47:a8:36:c3': -59}, {'48:8b:0a:f2:3a:c3': -87}, {'48:8b:0a:ba:e1:e3': -84}, {'84:f1:47:a8:9d:23': -83}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f2:64:a3': -74}, {'84:f1:47:a8:77:23': -87}, {'84:f1:47:a8:36:c2': -59}, {'48:8b:0a:f2:3a:c2': -93}, {'48:8b:0a:ba:e1:e2': -84}, {'84:f1:47:a8:9d:22': -83}, {'48:8b:0a:f2:64:a2': -74}, {'84:f1:47:a8:77:22': -93}, {'f0:1d:2d:a5:83:22': -96}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f2:3a:c1': -87}, {'48:8b:0a:ba:e1:e1': -84}, {'84:f1:47:a8:9d:21': -83}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f2:64:a1': -74}, {'84:f1:47:a8:77:21': -93}, {'f0:1d:2d:a5:83:21': -96}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f2:3a:c0': -87}, {'48:8b:0a:ba:e1:e0': -84}, {'84:f1:47:a8:9d:20': -83}, {'84:f1:47:a8:73:c0': -96}, {'48:8b:0a:f2:64:a0': -74}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:83:20': -96}]"
17,9,"[{'84:f1:47:a8:36:c3': -58}, {'48:8b:0a:ba:e1:e3': -83}, {'48:8b:0a:f2:3a:c3': -94}, {'84:f1:47:a8:9d:23': -86}, {'48:8b:0a:f2:64:a3': -84}, {'84:f1:47:a8:73:c3': -96}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:ba:e1:e2': -83}, {'48:8b:0a:f2:3a:c2': -94}, {'84:f1:47:a8:9d:22': -84}, {'84:f1:47:a8:36:c2': -58}, {'48:8b:0a:f2:64:a2': -84}, {'84:f1:47:a8:73:c2': -96}, {'84:f1:47:a8:77:22': -86}, {'48:8b:0a:ba:e1:e1': -83}, {'48:8b:0a:f2:3a:c1': -94}, {'84:f1:47:a8:9d:21': -84}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f2:64:a1': -84}, {'84:f1:47:a8:73:c1': -96}, {'84:f1:47:a8:77:21': -86}, {'48:8b:0a:ba:e1:e0': -83}, {'48:8b:0a:f2:3a:c0': -94}, {'84:f1:47:a8:9d:20': -84}, {'84:f1:47:a8:36:c0': -58}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f2:64:a0': -84}, {'84:f1:47:a8:77:20': -86}, {'c4:9a:31:73:40:7e': -94}, {'86:9e:56:b9:17:6e': -96}]"
18,9,"[{'84:f1:47:a8:36:c3': -59}, {'48:8b:0a:ba:e1:e3': -84}, {'48:8b:0a:f3:19:43': -95}, {'84:f1:47:a8:9d:23': -84}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:77:23': -86}, {'84:5a:3e:94:a4:83': -96}, {'48:8b:0a:ba:e1:e1': -84}, {'84:f1:47:a8:9d:21': -84}, {'84:f1:47:a8:36:c1': -60}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:77:21': -86}, {'48:8b:0a:f2:3a:c1': -95}, {'48:8b:0a:f3:19:41': -95}, {'48:8b:0a:ba:e1:e2': -84}, {'84:5a:3e:94:a4:82': -97}, {'84:f1:47:a8:36:c2': -72}, {'84:f1:47:a8:9d:22': -84}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f2:64:a2': -85}, {'84:f1:47:a8:77:22': -86}, {'48:8b:0a:ba:e1:e0': -84}, {'48:8b:0a:f3:19:40': -95}, {'84:f1:47:a8:36:c0': -60}, {'48:8b:0a:f2:3a:c0': -94}, {'84:f1:47:a8:9d:20': -84}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -85}, {'c4:9a:31:73:40:7e': -97}]"
19,9,"[{'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:9d:21': -84}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f2:3a:c1': -94}, {'48:8b:0a:ba:e1:e1': -83}, {'48:8b:0a:f2:64:a1': -94}, {'84:f1:47:a8:73:c1': -95}, {'84:f1:47:a8:77:21': -87}, {'48:8b:0a:f3:19:41': -95}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:9d:20': -83}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f2:3a:c0': -94}, {'48:8b:0a:ba:e1:e0': -83}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f2:64:a0': -95}, {'f0:1d:2d:a5:83:20': -96}, {'84:f1:47:a8:77:20': -87}, {'48:8b:0a:f3:19:40': -95}, {'84:f1:47:a8:36:c3': -72}, {'84:f1:47:a8:9d:23': -84}, {'48:8b:0a:f2:3a:c3': -93}, {'48:8b:0a:ba:e1:e3': -83}, {'84:5a:3e:94:a4:83': -94}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:73:c3': -95}, {'84:f1:47:a8:9d:22': -83}, {'84:f1:47:a8:36:c2': -59}, {'48:8b:0a:f2:3a:c2': -93}, {'48:8b:0a:ba:e1:e2': -83}, {'48:8b:0a:f2:64:a2': -94}, {'84:f1:47:a8:73:c2': -95}, {'84:f1:47:a8:77:22': -87}, {'c4:9a:31:73:40:7e': -95}]"
20,9,"[{'84:f1:47:a8:36:c3': -60}, {'48:8b:0a:f3:19:43': -87}, {'84:5a:3e:94:a4:83': -86}, {'84:f1:47:a8:9d:23': -82}, {'48:8b:0a:ba:e1:e3': -94}, {'48:8b:0a:f4:ff:83': -86}, {'84:f1:47:a8:77:23': -96}, {'f0:1d:2d:a5:83:23': -96}, {'48:8b:0a:f3:19:40': -86}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:9d:20': -82}, {'84:f1:47:a8:36:c0': -60}, {'48:8b:0a:f2:3a:c0': -96}, {'48:8b:0a:f4:ff:80': -86}, {'48:8b:0a:ba:e1:e0': -95}, {'f0:1d:2d:a5:83:20': -95}, {'48:8b:0a:f3:19:42': -86}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -82}, {'84:f1:47:a8:36:c2': -60}, {'48:8b:0a:ba:e1:e2': -94}, {'48:8b:0a:f4:ff:82': -86}, {'f0:1d:2d:a5:83:22': -95}, {'48:8b:0a:f3:19:41': -87}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:9d:21': -82}, {'84:f1:47:a8:36:c1': -60}, {'48:8b:0a:ba:e1:e1': -95}, {'f0:1d:2d:a5:83:21': -96}, {'48:8b:0a:f2:3a:c1': -95}, {'48:8b:0a:f4:ff:81': -86}]"
21,9,"[{'84:f1:47:a8:36:c3': -60}, {'48:8b:0a:ba:e1:e3': -93}, {'84:5a:3e:94:a4:83': -94}, {'84:f1:47:a8:9d:23': -83}, {'48:8b:0a:f3:19:43': -94}, {'48:8b:0a:f2:64:a3': -94}, {'f0:1d:2d:a5:83:23': -96}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:f4:ff:83': -94}, {'48:8b:0a:f2:3a:c3': -94}, {'48:8b:0a:ba:e1:e2': -87}, {'84:5a:3e:94:a4:82': -94}, {'84:f1:47:a8:9d:22': -83}, {'84:f1:47:a8:36:c2': -71}, {'48:8b:0a:f3:19:42': -93}, {'48:8b:0a:f2:64:a2': -94}, {'f0:1d:2d:a5:1d:c2': -96}, {'84:f1:47:a8:77:22': -86}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f2:3a:c2': -94}, {'84:5a:3e:94:a4:81': -94}, {'84:f1:47:a8:9d:21': -83}, {'84:f1:47:a8:36:c1': -71}, {'48:8b:0a:ba:e1:e1': -87}, {'48:8b:0a:f3:19:41': -94}, {'48:8b:0a:f2:64:a1': -94}, {'f0:1d:2d:a5:83:21': -96}, {'f0:1d:2d:a5:1d:c1': -96}, {'84:f1:47:a8:77:21': -86}, {'48:8b:0a:f2:3a:c1': -94}, {'48:8b:0a:f4:ff:81': -94}, {'84:5a:3e:94:a4:80': -93}, {'84:f1:47:a8:9d:20': -82}, {'84:f1:47:a8:36:c0': -71}, {'48:8b:0a:ba:e1:e0': -93}, {'48:8b:0a:f3:19:40': -94}, {'48:8b:0a:f2:64:a0': -94}, {'f0:1d:2d:a5:83:20': -96}, {'84:f1:47:a8:77:20': -87}, {'48:8b:0a:f2:3a:c0': -94}, {'48:8b:0a:f4:ff:80': -94}, {'c4:9a:31:73:40:7e': -96}]"
22,9,"[{'84:f1:47:a8:36:c3': -71}, {'84:f1:47:a8:9d:23': -72}, {'84:f1:47:a8:73:c3': -96}, {'48:8b:0a:f2:64:a3': -95}, {'f0:1d:2d:a5:1d:c3': -96}, {'84:f1:47:a8:77:23': -85}, {'48:8b:0a:f3:19:43': -95}, {'84:f1:47:a8:9d:22': -72}, {'84:f1:47:a8:36:c2': -72}, {'48:8b:0a:f2:64:a2': -95}, {'f0:1d:2d:a5:83:22': -95}, {'84:f1:47:a8:77:22': -85}, {'84:f1:47:a8:9d:21': -72}, {'84:f1:47:a8:36:c1': -72}, {'48:8b:0a:f2:3a:c1': -95}, {'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:73:c1': -96}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:77:21': -85}, {'48:8b:0a:f3:19:41': -95}, {'48:8b:0a:ba:e1:e1': -95}, {'84:f1:47:a8:9d:20': -72}, {'84:f1:47:a8:36:c0': -72}, {'48:8b:0a:f2:3a:c0': -95}, {'84:5a:3e:94:a4:80': -95}, {'48:8b:0a:f2:64:a0': -95}, {'f0:1d:2d:a5:83:20': -95}, {'84:f1:47:a8:77:20': -85}, {'48:8b:0a:f3:19:40': -95}, {'c4:9a:31:73:40:7e': -95}]"
23,9,"[{'84:f1:47:a8:36:c3': -60}, {'48:8b:0a:ba:e1:e3': -95}, {'84:5a:3e:94:a4:83': -95}, {'84:f1:47:a8:9d:23': -60}, {'48:8b:0a:f2:64:a3': -95}, {'84:f1:47:a8:77:23': -94}, {'f0:1d:2d:a5:83:23': -94}, {'48:8b:0a:f2:3a:c3': -95}, {'84:5a:3e:94:a4:81': -95}, {'48:8b:0a:f2:3a:c1': -96}, {'84:f1:47:a8:36:c1': -60}, {'48:8b:0a:ba:e1:e1': -94}, {'84:f1:47:a8:9d:21': -60}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:77:21': -94}, {'f0:1d:2d:a5:83:21': -94}, {'48:8b:0a:f3:19:41': -95}, {'84:5a:3e:94:a4:80': -95}, {'48:8b:0a:f2:3a:c0': -96}, {'84:f1:47:a8:36:c0': -60}, {'48:8b:0a:ba:e1:e0': -94}, {'84:f1:47:a8:9d:20': -60}, {'48:8b:0a:f2:64:a0': -96}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:83:20': -94}, {'48:8b:0a:f3:19:40': -96}, {'84:5a:3e:94:a4:82': -95}, {'84:f1:47:a8:36:c2': -60}, {'84:f1:47:a8:9d:22': -60}, {'84:f1:47:a8:77:22': -94}, {'f0:1d:2d:a5:83:22': -94}, {'72:cf:49:d7:21:fc': -97}]"
23,10,"[{'84:f1:47:a8:36:c3': -59}, {'48:8b:0a:ba:e1:e3': -95}, {'84:5a:3e:94:a4:83': -95}, {'48:8b:0a:f2:64:a3': -95}, {'84:f1:47:a8:77:23': -94}, {'f0:1d:2d:a5:83:23': -94}, {'48:8b:0a:f2:3a:c3': -95}, {'84:f1:47:a8:9d:23': -60}, {'84:5a:3e:94:a4:81': -95}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:77:21': -94}, {'f0:1d:2d:a5:83:21': -94}, {'48:8b:0a:f2:3a:c1': -96}, {'84:f1:47:a8:36:c1': -60}, {'48:8b:0a:ba:e1:e1': -94}, {'48:8b:0a:f3:19:41': -95}, {'84:f1:47:a8:9d:21': -60}, {'84:5a:3e:94:a4:80': -95}, {'48:8b:0a:f2:64:a0': -96}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:83:20': -94}, {'84:f1:47:a8:36:c0': -60}, {'48:8b:0a:ba:e1:e0': -94}, {'48:8b:0a:f2:3a:c0': -96}, {'48:8b:0a:f3:19:40': -96}, {'84:f1:47:a8:9d:20': -60}, {'84:5a:3e:94:a4:82': -95}, {'84:f1:47:a8:77:22': -94}, {'f0:1d:2d:a5:83:22': -94}, {'84:f1:47:a8:36:c2': -60}, {'84:f1:47:a8:9d:22': -60}, {'72:cf:49:d7:21:fc': -97}]"
22,10,"[{'84:f1:47:a8:36:c3': -59}, {'84:f1:47:a8:9d:23': -74}, {'48:8b:0a:f2:3a:c3': -94}, {'48:8b:0a:f2:64:a3': -95}, {'84:f1:47:a8:77:23': -84}, {'f0:1d:2d:a5:83:23': -87}, {'48:8b:0a:f3:19:43': -94}, {'48:8b:0a:ba:e1:e3': -94}, {'84:f1:47:a8:9d:22': -82}, {'48:8b:0a:f3:19:42': -94}, {'48:8b:0a:f2:3a:c2': -95}, {'84:f1:47:a8:36:c2': -59}, {'48:8b:0a:f2:64:a2': -95}, {'84:f1:47:a8:77:22': -85}, {'f0:1d:2d:a5:83:22': -87}, {'48:8b:0a:ba:e1:e2': -93}, {'48:8b:0a:f3:19:41': -94}, {'84:5a:3e:94:a4:81': -94}, {'84:f1:47:a8:9d:21': -74}, {'48:8b:0a:ba:e1:e1': -94}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f2:3a:c1': -95}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:77:21': -85}, {'f0:1d:2d:a5:83:21': -87}, {'48:8b:0a:f4:ff:81': -96}, {'48:8b:0a:f3:19:40': -94}, {'84:5a:3e:94:a4:80': -94}, {'84:f1:47:a8:9d:20': -73}, {'48:8b:0a:ba:e1:e0': -93}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f2:3a:c0': -94}, {'84:f1:47:a8:73:c0': -97}, {'48:8b:0a:f2:64:a0': -95}, {'84:f1:47:a8:77:20': -85}, {'f0:1d:2d:a5:83:20': -87}, {'48:8b:0a:f4:ff:80': -96}]"
21,10,"[{'84:f1:47:a8:36:c3': -59}, {'48:8b:0a:f4:ff:83': -93}, {'84:5a:3e:94:a4:83': -94}, {'84:f1:47:a8:9d:23': -72}, {'48:8b:0a:ba:e1:e3': -94}, {'48:8b:0a:f3:19:43': -84}, {'84:f1:47:a8:77:23': -95}, {'84:5a:3e:94:a4:82': -94}, {'84:f1:47:a8:9d:22': -73}, {'48:8b:0a:f4:ff:82': -93}, {'48:8b:0a:ba:e1:e2': -94}, {'48:8b:0a:f3:19:42': -84}, {'48:8b:0a:f2:3a:c2': -95}, {'84:f1:47:a8:36:c2': -60}, {'84:f1:47:a8:77:22': -94}, {'f0:1d:2d:a5:83:22': -95}, {'84:5a:3e:94:a4:81': -94}, {'84:f1:47:a8:9d:21': -73}, {'48:8b:0a:f4:ff:81': -93}, {'48:8b:0a:ba:e1:e1': -94}, {'48:8b:0a:f3:19:41': -84}, {'84:f1:47:a8:36:c1': -60}, {'48:8b:0a:f2:3a:c1': -95}, {'84:f1:47:a8:73:c1': -96}, {'84:f1:47:a8:77:21': -94}, {'f0:1d:2d:a5:83:21': -95}, {'84:5a:3e:94:a4:80': -87}, {'84:f1:47:a8:9d:20': -72}, {'48:8b:0a:f4:ff:80': -87}, {'84:f1:47:a8:36:c0': -60}, {'48:8b:0a:f2:3a:c0': -95}, {'48:8b:0a:ba:e1:e0': -94}, {'48:8b:0a:f3:19:40': -84}, {'84:f1:47:a8:73:c0': -96}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:83:20': -94}]"
20,10,"[{'84:f1:47:a8:36:c3': -59}, {'84:5a:3e:94:a4:83': -86}, {'84:f1:47:a8:9d:23': -74}, {'48:8b:0a:f4:ff:83': -87}, {'48:8b:0a:f3:19:43': -84}, {'48:8b:0a:f2:64:a3': -94}, {'48:8b:0a:bb:22:83': -96}, {'84:f1:47:a8:77:23': -85}, {'f0:1d:2d:a5:83:23': -94}, {'f0:1d:2d:a5:1d:c3': -96}, {'48:8b:0a:ba:e1:e3': -86}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -74}, {'84:f1:47:a8:36:c2': -59}, {'48:8b:0a:f3:19:42': -84}, {'48:8b:0a:f2:64:a2': -94}, {'84:f1:47:a8:77:22': -85}, {'f0:1d:2d:a5:83:22': -94}, {'f0:1d:2d:a5:1d:c2': -95}, {'48:8b:0a:ba:e1:e2': -87}, {'48:8b:0a:f4:ff:82': -94}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:9d:21': -74}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f3:19:41': -84}, {'48:8b:0a:f2:64:a1': -94}, {'84:f1:47:a8:77:21': -85}, {'f0:1d:2d:a5:83:21': -94}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:ba:e1:e1': -86}, {'48:8b:0a:f2:3a:c1': -95}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:9d:20': -74}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f3:19:40': -84}, {'48:8b:0a:f2:64:a0': -94}, {'48:8b:0a:bb:22:80': -95}, {'84:f1:47:a8:77:20': -85}, {'f0:1d:2d:a5:83:20': -94}, {'48:8b:0a:f2:3a:c0': -95}, {'48:8b:0a:f4:ff:80': -93}, {'48:8b:0a:ba:e1:e0': -87}, {'86:9e:56:b9:17:6e': -97}]"
19,10,"[{'84:f1:47:a8:36:c3': -58}, {'48:8b:0a:bb:22:83': -96}, {'48:8b:0a:f2:64:a3': -94}, {'f0:1d:2d:a5:83:23': -94}, {'f0:1d:2d:a5:1d:c3': -96}, {'84:f1:47:a8:77:23': -85}, {'84:5a:3e:94:a4:83': -86}, {'48:8b:0a:f4:ff:83': -87}, {'48:8b:0a:ba:e1:e3': -86}, {'48:8b:0a:f3:19:43': -84}, {'84:f1:47:a8:9d:23': -74}, {'48:8b:0a:bb:22:80': -95}, {'48:8b:0a:f2:64:a0': -94}, {'f0:1d:2d:a5:83:20': -94}, {'84:f1:47:a8:77:20': -85}, {'48:8b:0a:f2:3a:c0': -95}, {'48:8b:0a:f4:ff:80': -93}, {'48:8b:0a:ba:e1:e0': -87}, {'48:8b:0a:f3:19:40': -84}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:9d:20': -74}, {'84:f1:47:a8:36:c0': -59}, {'48:8b:0a:f2:64:a1': -94}, {'f0:1d:2d:a5:83:21': -94}, {'84:f1:47:a8:77:21': -85}, {'48:8b:0a:f2:3a:c1': -95}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:ba:e1:e1': -86}, {'48:8b:0a:f3:19:41': -84}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:9d:21': -74}, {'84:f1:47:a8:36:c1': -59}, {'48:8b:0a:f2:64:a2': -94}, {'f0:1d:2d:a5:83:22': -94}, {'f0:1d:2d:a5:1d:c2': -95}, {'84:f1:47:a8:77:22': -85}, {'48:8b:0a:ba:e1:e2': -87}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f3:19:42': -84}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -74}, {'84:f1:47:a8:36:c2': -59}, {'86:9e:56:b9:17:6e': -97}]"
