x,y,rssi_data
7,44,"[{'48:8b:0a:f3:7b:02': -59}, {'84:f1:47:a8:36:c2': -82}, {'48:8b:0a:f4:ff:82': -86}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f4:27:e2': -59}, {'84:5a:3e:94:a4:82': -94}, {'f0:1d:2d:a5:1d:c2': -55}, {'84:f1:47:a8:77:22': -94}, {'48:8b:0a:f3:19:42': -96}, {'48:8b:0a:f3:7b:01': -59}, {'84:f1:47:a8:36:c1': -82}, {'48:8b:0a:f4:ff:81': -87}, {'48:8b:0a:f4:27:e1': -59}, {'84:5a:3e:94:a4:81': -95}, {'f0:1d:2d:a5:1d:c1': -55}, {'84:f1:47:a8:77:21': -94}, {'84:f1:47:a8:83:21': -95}, {'48:8b:0a:f3:19:41': -96}, {'48:8b:0a:f3:7b:00': -59}, {'84:f1:47:a8:36:c0': -82}, {'48:8b:0a:f4:ff:80': -87}, {'48:8b:0a:f4:27:e0': -59}, {'84:5a:3e:94:a4:80': -94}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:1d:c0': -55}, {'84:f1:47:a8:83:20': -95}, {'48:8b:0a:f3:19:40': -96}, {'48:8b:0a:f3:7b:03': -59}, {'84:f1:47:a8:36:c3': -82}, {'48:8b:0a:f4:ff:83': -87}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:fa:23': -85}, {'48:8b:0a:f4:27:e3': -59}, {'84:5a:3e:94:a4:83': -95}, {'f0:1d:2d:a5:1d:c3': -55}, {'84:f1:47:a8:77:23': -94}, {'84:f1:47:a8:83:23': -95}, {'48:8b:0a:f3:19:43': -96}, {'b0:95:75:bb:5d:e0': -96}, {'32:13:8b:3e:57:39': -85}]"
7,45,"[{'48:8b:0a:f4:ff:82': -94}, {'84:f1:47:a8:36:c2': -84}, {'48:8b:0a:f3:7b:02': -59}, {'84:5a:3e:94:a4:82': -95}, {'48:8b:0a:f4:27:e2': -59}, {'48:8b:0a:f4:fa:22': -85}, {'84:f1:47:a8:73:c2': -96}, {'84:f1:47:a8:77:22': -94}, {'f0:1d:2d:a5:1d:c2': -56}, {'48:8b:0a:f3:19:42': -95}, {'48:8b:0a:f3:7b:03': -59}, {'84:f1:47:a8:36:c3': -84}, {'84:5a:3e:94:a4:83': -95}, {'48:8b:0a:f4:27:e3': -59}, {'48:8b:0a:f4:fa:23': -86}, {'84:f1:47:a8:73:c3': -96}, {'84:f1:47:a8:77:23': -94}, {'f0:1d:2d:a5:1d:c3': -56}, {'48:8b:0a:f3:19:43': -95}, {'84:f1:47:a8:83:23': -95}, {'48:8b:0a:f4:ff:83': -94}, {'84:f1:47:a8:36:c1': -84}, {'48:8b:0a:f3:7b:01': -59}, {'84:5a:3e:94:a4:81': -95}, {'48:8b:0a:f4:27:e1': -59}, {'48:8b:0a:f4:fa:21': -87}, {'84:f1:47:a8:77:21': -94}, {'f0:1d:2d:a5:1d:c1': -56}, {'48:8b:0a:f3:19:41': -95}, {'84:f1:47:a8:83:21': -95}, {'48:8b:0a:f4:ff:81': -94}, {'84:f1:47:a8:36:c0': -84}, {'48:8b:0a:f3:7b:00': -59}, {'84:5a:3e:94:a4:80': -95}, {'48:8b:0a:f4:27:e0': -59}, {'48:8b:0a:f4:fa:20': -86}, {'84:f1:47:a8:73:c0': -96}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:1d:c0': -56}, {'48:8b:0a:f3:19:40': -95}, {'84:f1:47:a8:83:20': -95}, {'48:8b:0a:f4:ff:80': -94}, {'32:13:8b:3e:57:39': -94}]"
7,46,"[{'48:8b:0a:f3:7b:03': -59}, {'84:f1:47:a8:36:c3': -83}, {'48:8b:0a:f4:fa:23': -85}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:27:e3': -74}, {'84:f1:47:a8:44:23': -97}, {'f0:1d:2d:a5:1d:c3': -58}, {'48:8b:0a:f4:ff:83': -95}, {'84:f1:47:a8:83:23': -94}, {'84:f1:47:a8:83:21': -94}, {'48:8b:0a:f3:19:41': -95}, {'48:8b:0a:f3:7b:01': -59}, {'84:f1:47:a8:36:c1': -83}, {'48:8b:0a:f4:fa:21': -86}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f4:27:e1': -74}, {'f0:1d:2d:a5:1d:c1': -58}, {'84:f1:47:a8:77:21': -94}, {'48:8b:0a:f4:ff:81': -95}, {'48:8b:0a:f3:19:40': -95}, {'48:8b:0a:f3:7b:00': -59}, {'84:f1:47:a8:36:c0': -83}, {'48:8b:0a:f4:fa:20': -86}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f4:27:e0': -74}, {'f0:1d:2d:a5:1d:c0': -58}, {'84:f1:47:a8:77:20': -94}, {'48:8b:0a:f4:ff:80': -95}, {'84:f1:47:a8:83:20': -94}, {'b0:95:75:bb:5d:e0': -95}, {'48:8b:0a:f3:7b:02': -59}, {'84:f1:47:a8:36:c2': -83}, {'48:8b:0a:f4:fa:22': -85}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f4:27:e2': -74}, {'f0:1d:2d:a5:1d:c2': -58}, {'84:f1:47:a8:77:22': -94}, {'48:8b:0a:f4:ff:82': -95}, {'84:f1:47:a8:83:22': -95}, {'32:13:8b:3e:57:39': -84}, {'02:41:0e:f5:32:f4': -97}]"
7,47,"[{'84:f1:47:a8:83:22': -94}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f3:7b:02': -60}, {'84:f1:47:a8:36:c2': -83}, {'48:8b:0a:f4:fa:22': -87}, {'48:8b:0a:f4:27:e2': -85}, {'84:f1:47:a8:77:22': -95}, {'f0:1d:2d:a5:1d:c2': -58}, {'48:8b:0a:f3:7b:03': -71}, {'48:8b:0a:f4:ff:83': -95}, {'84:f1:47:a8:36:c3': -83}, {'84:f1:47:a8:83:23': -94}, {'48:8b:0a:f4:fa:23': -87}, {'48:8b:0a:f4:27:e3': -85}, {'84:f1:47:a8:77:23': -95}, {'f0:1d:2d:a5:1d:c3': -58}, {'48:8b:0a:f3:7b:01': -60}, {'84:f1:47:a8:36:c1': -83}, {'84:f1:47:a8:83:21': -94}, {'48:8b:0a:f4:fa:21': -87}, {'48:8b:0a:f4:27:e1': -85}, {'84:f1:47:a8:77:21': -95}, {'f0:1d:2d:a5:1d:c1': -58}, {'48:8b:0a:f4:ff:81': -95}, {'48:8b:0a:f3:7b:00': -60}, {'84:f1:47:a8:36:c0': -84}, {'48:8b:0a:f4:fa:20': -87}, {'48:8b:0a:f4:27:e0': -85}, {'84:f1:47:a8:77:20': -95}, {'f0:1d:2d:a5:1d:c0': -58}, {'48:8b:0a:f4:ff:80': -95}, {'84:f1:47:a8:83:20': -95}, {'b0:95:75:bb:5d:e0': -94}, {'32:13:8b:3e:57:39': -84}]"
7,48,"[{'48:8b:0a:f3:7b:03': -60}, {'48:8b:0a:f4:ff:83': -94}, {'84:f1:47:a8:36:c3': -73}, {'48:8b:0a:f4:fa:23': -85}, {'48:8b:0a:f4:27:e3': -74}, {'84:5a:3e:94:a4:83': -96}, {'84:f1:47:a8:77:23': -95}, {'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:83:23': -94}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:36:c0': -74}, {'48:8b:0a:f3:7b:00': -59}, {'48:8b:0a:f4:fa:20': -85}, {'48:8b:0a:f4:27:e0': -74}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:77:20': -95}, {'f0:1d:2d:a5:1d:c0': -59}, {'84:f1:47:a8:83:20': -94}, {'48:8b:0a:f3:19:40': -96}, {'48:8b:0a:f4:ff:81': -94}, {'84:f1:47:a8:36:c1': -73}, {'48:8b:0a:f3:7b:01': -59}, {'48:8b:0a:f4:27:e1': -74}, {'48:8b:0a:f4:fa:21': -86}, {'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:77:21': -95}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:83:21': -94}, {'b0:95:75:bb:5d:e0': -87}, {'84:f1:47:a8:36:c2': -83}, {'48:8b:0a:f3:7b:02': -59}, {'48:8b:0a:f4:fa:22': -85}, {'48:8b:0a:f4:27:e2': -74}, {'84:5a:3e:94:a4:82': -95}, {'84:f1:47:a8:77:22': -95}, {'f0:1d:2d:a5:1d:c2': -59}, {'84:f1:47:a8:83:22': -94}, {'48:8b:0a:f4:ff:82': -94}, {'32:13:8b:3e:57:39': -94}]"
7,49,"[{'48:8b:0a:f3:7b:03': -73}, {'84:f1:47:a8:83:23': -94}, {'48:8b:0a:f4:fa:23': -83}, {'48:8b:0a:f4:27:e3': -82}, {'84:5a:3e:94:a4:83': -95}, {'84:f1:47:a8:77:23': -94}, {'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:36:c3': -84}, {'48:8b:0a:f3:19:43': -95}, {'48:8b:0a:f4:ff:83': -94}, {'84:f1:47:a8:83:21': -94}, {'48:8b:0a:f3:19:41': -95}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:36:c1': -84}, {'48:8b:0a:f4:fa:21': -84}, {'48:8b:0a:f4:27:e1': -74}, {'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:77:21': -94}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:83:20': -94}, {'48:8b:0a:f3:7b:00': -60}, {'84:f1:47:a8:36:c0': -83}, {'48:8b:0a:f4:fa:20': -84}, {'48:8b:0a:f4:27:e0': -74}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:77:20': -94}, {'f0:1d:2d:a5:1d:c0': -59}, {'48:8b:0a:f4:ff:80': -94}, {'48:8b:0a:f3:19:40': -95}, {'48:8b:0a:f3:7b:02': -71}, {'84:f1:47:a8:36:c2': -82}, {'48:8b:0a:f4:fa:22': -83}, {'48:8b:0a:f4:27:e2': -74}, {'84:5a:3e:94:a4:82': -95}, {'84:f1:47:a8:77:22': -94}, {'f0:1d:2d:a5:1d:c2': -59}, {'48:8b:0a:f3:19:42': -95}, {'84:f1:47:a8:83:22': -94}, {'48:8b:0a:f4:ff:82': -94}, {'02:41:0e:f5:32:f4': -96}, {'32:13:8b:3e:57:39': -87}]"
7,50,"[{'48:8b:0a:f3:7b:03': -73}, {'84:f1:47:a8:83:23': -85}, {'48:8b:0a:f4:ff:83': -94}, {'48:8b:0a:f4:fa:23': -72}, {'48:8b:0a:f4:27:e3': -84}, {'84:5a:3e:94:a4:83': -96}, {'f0:1d:2d:a5:1d:c3': -60}, {'84:f1:47:a8:36:c3': -84}, {'84:f1:47:a8:83:22': -85}, {'48:8b:0a:f3:7b:02': -74}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f4:fa:22': -73}, {'84:5a:3e:94:a4:82': -96}, {'48:8b:0a:f4:27:e2': -83}, {'84:f1:47:a8:44:22': -95}, {'f0:1d:2d:a5:1d:c2': -60}, {'84:f1:47:a8:36:c2': -84}, {'84:f1:47:a8:83:21': -85}, {'48:8b:0a:f3:19:41': -97}, {'48:8b:0a:f3:7b:01': -73}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:f4:fa:21': -73}, {'48:8b:0a:f4:27:e1': -84}, {'f0:1d:2d:a5:1d:c1': -60}, {'84:f1:47:a8:36:c1': -84}, {'84:f1:47:a8:83:20': -85}, {'48:8b:0a:f3:7b:00': -74}, {'48:8b:0a:f4:ff:80': -94}, {'48:8b:0a:f4:fa:20': -73}, {'48:8b:0a:f4:27:e0': -84}, {'f0:1d:2d:a5:1d:c0': -60}, {'84:f1:47:a8:36:c0': -84}, {'b0:95:75:bb:5d:e0': -95}, {'32:13:8b:3e:57:39': -86}]"
8,47,"[{'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:44:23': -95}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:f4:fa:23': -83}, {'48:8b:0a:f4:27:e3': -83}, {'84:f1:47:a8:73:c3': -95}, {'84:f1:47:a8:36:c3': -84}, {'48:8b:0a:f3:7b:03': -71}, {'84:f1:47:a8:83:23': -87}, {'48:8b:0a:f4:ff:83': -84}, {'84:f1:47:a8:44:22': -94}, {'f0:1d:2d:a5:1d:c2': -59}, {'48:8b:0a:f4:fa:22': -82}, {'48:8b:0a:f4:27:e2': -82}, {'84:f1:47:a8:73:c2': -95}, {'84:f1:47:a8:36:c2': -84}, {'84:f1:47:a8:83:22': -87}, {'48:8b:0a:f3:7b:02': -72}, {'48:8b:0a:f4:ff:82': -84}, {'84:f1:47:a8:77:22': -87}, {'84:f1:47:a8:44:21': -95}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:77:21': -87}, {'48:8b:0a:f4:fa:21': -82}, {'48:8b:0a:f4:27:e1': -82}, {'84:f1:47:a8:73:c1': -94}, {'84:f1:47:a8:36:c1': -84}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:83:21': -93}, {'48:8b:0a:f4:ff:81': -84}, {'84:f1:47:a8:44:20': -95}, {'f0:1d:2d:a5:1d:c0': -58}, {'48:8b:0a:f4:fa:20': -83}, {'48:8b:0a:f4:27:e0': -83}, {'84:f1:47:a8:73:c0': -95}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:36:c0': -84}, {'48:8b:0a:f3:7b:00': -72}, {'84:f1:47:a8:83:20': -87}, {'48:8b:0a:f4:ff:80': -84}, {'84:f1:47:a8:77:20': -93}, {'b0:95:75:bb:5d:e0': -94}, {'32:13:8b:3e:57:39': -83}, {'02:41:0e:be:ec:3c': -96}, {'02:41:0e:f5:32:f4': -96}]"
9,47,"[{'f0:1d:2d:a5:1d:c3': -60}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:fa:23': -83}, {'48:8b:0a:f4:27:e3': -83}, {'84:f1:47:a8:36:c3': -84}, {'48:8b:0a:f3:7b:03': -71}, {'84:f1:47:a8:83:23': -87}, {'48:8b:0a:f4:ff:83': -84}, {'84:f1:47:a8:44:23': -95}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:f4:fa:21': -82}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f4:27:e1': -82}, {'84:f1:47:a8:36:c1': -84}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:83:21': -93}, {'48:8b:0a:f4:ff:81': -84}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:44:21': -95}, {'84:f1:47:a8:77:21': -87}, {'48:8b:0a:f4:fa:20': -83}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f4:27:e0': -83}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:36:c0': -84}, {'48:8b:0a:f3:7b:00': -72}, {'84:f1:47:a8:83:20': -87}, {'48:8b:0a:f4:ff:80': -84}, {'f0:1d:2d:a5:1d:c0': -58}, {'84:f1:47:a8:44:20': -95}, {'84:f1:47:a8:77:20': -93}, {'b0:95:75:bb:5d:e0': -94}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f4:fa:22': -82}, {'48:8b:0a:f4:27:e2': -82}, {'84:f1:47:a8:36:c2': -84}, {'84:f1:47:a8:83:22': -87}, {'48:8b:0a:f3:7b:02': -72}, {'48:8b:0a:f4:ff:82': -84}, {'f0:1d:2d:a5:1d:c2': -59}, {'84:f1:47:a8:44:22': -94}, {'84:f1:47:a8:77:22': -87}, {'02:41:0e:be:ec:3c': -96}, {'32:13:8b:3e:57:39': -83}, {'02:41:0e:f5:32:f4': -96}]"
10,47,"[{'f0:1d:2d:a5:1d:c3': -60}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:fa:23': -83}, {'48:8b:0a:f4:27:e3': -83}, {'84:f1:47:a8:36:c3': -84}, {'48:8b:0a:f3:7b:03': -71}, {'84:f1:47:a8:83:23': -87}, {'48:8b:0a:f4:ff:83': -84}, {'84:f1:47:a8:44:23': -95}, {'84:f1:47:a8:77:23': -86}, {'48:8b:0a:f4:fa:21': -82}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f4:27:e1': -82}, {'84:f1:47:a8:36:c1': -84}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:83:21': -93}, {'48:8b:0a:f4:ff:81': -84}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:44:21': -95}, {'84:f1:47:a8:77:21': -87}, {'48:8b:0a:f4:fa:20': -83}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f4:27:e0': -83}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:36:c0': -84}, {'48:8b:0a:f3:7b:00': -72}, {'84:f1:47:a8:83:20': -87}, {'48:8b:0a:f4:ff:80': -84}, {'f0:1d:2d:a5:1d:c0': -58}, {'84:f1:47:a8:44:20': -95}, {'84:f1:47:a8:77:20': -93}, {'b0:95:75:bb:5d:e0': -94}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f4:fa:22': -82}, {'48:8b:0a:f4:27:e2': -82}, {'84:f1:47:a8:36:c2': -84}, {'84:f1:47:a8:83:22': -87}, {'48:8b:0a:f3:7b:02': -72}, {'48:8b:0a:f4:ff:82': -84}, {'f0:1d:2d:a5:1d:c2': -59}, {'84:f1:47:a8:44:22': -94}, {'84:f1:47:a8:77:22': -87}, {'02:41:0e:be:ec:3c': -96}, {'32:13:8b:3e:57:39': -83}, {'02:41:0e:f5:32:f4': -96}]"
11,47,"[{'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:77:21': -83}, {'48:8b:0a:f4:27:e1': -74}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:83:21': -87}, {'84:f1:47:a8:44:21': -93}, {'f0:1d:2d:a5:1d:c0': -59}, {'48:8b:0a:f4:27:e0': -82}, {'48:8b:0a:f4:fa:20': -74}, {'48:8b:0a:f3:7b:00': -72}, {'84:f1:47:a8:83:20': -86}, {'84:f1:47:a8:44:20': -87}, {'84:f1:47:a8:77:20': -84}, {'b0:95:75:bb:5d:e0': -94}, {'f0:1d:2d:a5:1d:c2': -59}, {'48:8b:0a:f4:27:e2': -82}, {'48:8b:0a:f4:fa:22': -74}, {'48:8b:0a:f3:7b:02': -72}, {'84:f1:47:a8:83:22': -86}, {'84:f1:47:a8:44:22': -86}, {'84:f1:47:a8:77:22': -84}, {'32:13:8b:3e:57:39': -82}, {'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:77:23': -83}, {'48:8b:0a:f4:27:e3': -82}, {'48:8b:0a:f4:fa:23': -74}, {'48:8b:0a:f4:ff:83': -93}, {'48:8b:0a:f3:7b:03': -72}, {'84:f1:47:a8:83:23': -87}, {'02:41:0e:be:ec:3c': -95}, {'02:41:0e:f5:32:f4': -95}]"
12,47,"[{'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f4:27:e3': -84}, {'48:8b:0a:f4:fa:23': -57}, {'48:8b:0a:f3:7b:03': -59}, {'f0:1d:2d:a5:1d:c2': -59}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f4:27:e2': -84}, {'48:8b:0a:f4:fa:22': -57}, {'84:f1:47:a8:83:22': -86}, {'48:8b:0a:f3:7b:02': -59}, {'32:13:8b:3e:57:39': -85}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f4:27:e1': -84}, {'48:8b:0a:f4:fa:21': -54}, {'48:8b:0a:f3:7b:01': -59}, {'f0:1d:2d:a5:1d:c0': -59}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f4:fa:20': -59}, {'48:8b:0a:f3:7b:00': -59}]"
13,47,"[{'f0:1d:2d:a5:1d:c3': -60}, {'84:f1:47:a8:77:23': -86}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:fa:23': -72}, {'48:8b:0a:f4:27:e3': -73}, {'48:8b:0a:f4:ff:83': -87}, {'48:8b:0a:f3:7b:03': -72}, {'84:f1:47:a8:44:23': -95}, {'f0:1d:2d:a5:1d:c1': -60}, {'84:f1:47:a8:77:21': -86}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f4:fa:21': -72}, {'48:8b:0a:f4:27:e1': -73}, {'48:8b:0a:f4:ff:81': -87}, {'48:8b:0a:f3:7b:01': -72}, {'84:f1:47:a8:44:21': -95}, {'84:f1:47:a8:77:22': -86}, {'f0:1d:2d:a5:1d:c2': -60}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f4:fa:22': -72}, {'48:8b:0a:f4:27:e2': -73}, {'48:8b:0a:f4:ff:82': -87}, {'48:8b:0a:f3:7b:02': -72}, {'84:f1:47:a8:44:22': -95}, {'84:f1:47:a8:77:20': -87}, {'f0:1d:2d:a5:1d:c0': -60}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f4:fa:20': -72}, {'48:8b:0a:f4:27:e0': -73}, {'48:8b:0a:f4:ff:80': -86}, {'84:f1:47:a8:44:20': -95}, {'b0:95:75:bb:5d:e0': -86}, {'32:13:8b:3e:57:39': -85}, {'de:cd:2f:81:b5:10': -97}, {'02:41:0e:f5:32:f4': -94}]"
14,47,"[{'84:f1:47:a8:44:20': -94}, {'f0:1d:2d:a5:1d:c0': -59}, {'84:f1:47:a8:77:20': -84}, {'48:8b:0a:f4:27:e0': -74}, {'48:8b:0a:f4:fa:20': -93}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f4:ff:80': -84}, {'48:8b:0a:f3:7b:00': -59}, {'f0:1d:2d:a5:1d:c3': -59}, {'84:f1:47:a8:77:23': -84}, {'48:8b:0a:f4:27:e3': -73}, {'48:8b:0a:f4:fa:23': -94}, {'84:f1:47:a8:73:c3': -94}, {'84:f1:47:a8:83:23': -93}, {'48:8b:0a:f4:ff:83': -84}, {'48:8b:0a:f3:7b:03': -59}, {'f0:1d:2d:a5:1d:c2': -59}, {'84:f1:47:a8:77:22': -84}, {'48:8b:0a:f4:27:e2': -73}, {'48:8b:0a:f4:fa:22': -94}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f4:ff:82': -84}, {'48:8b:0a:f3:7b:02': -59}, {'32:13:8b:3e:57:39': -84}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:77:21': -84}, {'48:8b:0a:f4:27:e1': -73}, {'48:8b:0a:f4:fa:21': -94}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f4:ff:81': -84}, {'48:8b:0a:f3:7b:01': -59}]"
15,47,"[{'48:8b:0a:f3:7b:03': -73}, {'48:8b:0a:f4:ff:83': -83}, {'84:f1:47:a8:73:c3': -86}, {'48:8b:0a:f4:fa:23': -82}, {'48:8b:0a:f4:27:e3': -74}, {'84:f1:47:a8:77:23': -84}, {'84:f1:47:a8:44:23': -94}, {'f0:1d:2d:a5:1d:c3': -59}, {'48:8b:0a:f4:ff:82': -83}, {'48:8b:0a:f3:7b:02': -73}, {'84:f1:47:a8:73:c2': -86}, {'48:8b:0a:f4:fa:22': -83}, {'48:8b:0a:f4:27:e2': -74}, {'84:f1:47:a8:44:22': -94}, {'84:f1:47:a8:77:22': -85}, {'f0:1d:2d:a5:1d:c2': -59}, {'48:8b:0a:f4:ff:81': -83}, {'48:8b:0a:f3:7b:01': -73}, {'84:f1:47:a8:73:c1': -86}, {'48:8b:0a:f4:fa:21': -83}, {'48:8b:0a:f4:27:e1': -73}, {'84:f1:47:a8:77:21': -85}, {'84:f1:47:a8:44:21': -94}, {'f0:1d:2d:a5:1d:c1': -59}, {'84:f1:47:a8:36:c1': -96}, {'48:8b:0a:f4:ff:80': -83}, {'48:8b:0a:f3:7b:00': -74}, {'48:8b:0a:f4:fa:20': -82}, {'84:f1:47:a8:73:c0': -86}, {'48:8b:0a:f4:27:e0': -74}, {'84:f1:47:a8:77:20': -85}, {'84:f1:47:a8:44:20': -94}, {'f0:1d:2d:a5:1d:c0': -59}, {'84:f1:47:a8:36:c0': -96}, {'b0:95:75:bb:5d:e0': -86}, {'32:13:8b:3e:57:39': -84}, {'de:cd:2f:81:b5:10': -97}]"
16,47,"[{'48:8b:0a:f3:7b:03': -84}, {'48:8b:0a:f4:ff:83': -74}, {'48:8b:0a:f4:27:e3': -84}, {'48:8b:0a:f4:fa:23': -85}, {'84:f1:47:a8:73:c3': -93}, {'84:f1:47:a8:77:23': -86}, {'84:f1:47:a8:44:23': -94}, {'f0:1d:2d:a5:1d:c3': -72}, {'48:8b:0a:f3:7b:02': -82}, {'48:8b:0a:f4:ff:82': -74}, {'48:8b:0a:f4:27:e2': -84}, {'48:8b:0a:f4:fa:22': -85}, {'84:f1:47:a8:73:c2': -93}, {'84:f1:47:a8:77:22': -86}, {'48:8b:0a:f5:24:22': -95}, {'f0:1d:2d:a5:1d:c2': -72}, {'84:f1:47:a8:44:22': -94}, {'48:8b:0a:f3:7b:01': -83}, {'48:8b:0a:f4:ff:81': -74}, {'48:8b:0a:f4:27:e1': -84}, {'48:8b:0a:f4:fa:21': -85}, {'84:f1:47:a8:73:c1': -87}, {'84:f1:47:a8:77:21': -93}, {'84:f1:47:a8:44:21': -94}, {'f0:1d:2d:a5:1d:c1': -72}, {'48:8b:0a:f3:7b:00': -83}, {'48:8b:0a:f4:ff:80': -74}, {'48:8b:0a:f4:27:e0': -84}, {'48:8b:0a:f4:fa:20': -85}, {'84:f1:47:a8:73:c0': -87}, {'84:f1:47:a8:77:20': -86}, {'48:8b:0a:f5:24:20': -96}, {'84:f1:47:a8:44:20': -94}, {'f0:1d:2d:a5:1d:c0': -72}, {'b0:95:75:bb:5d:e0': -86}, {'02:41:0e:f5:32:f4': -95}, {'32:13:8b:3e:57:39': -83}, {'84:f1:47:a8:83:23': -94}, {'84:f1:47:a8:83:22': -94}, {'84:f1:47:a8:83:21': -94}, {'84:f1:47:a8:83:20': -94}]"
17,47,"[{'48:8b:0a:f4:27:e3': -82}, {'84:f1:47:a8:77:23': -87}, {'f0:1d:2d:a5:1d:c3': -74}, {'84:f1:47:a8:44:23': -95}, {'84:f1:47:a8:83:23': -95}, {'48:8b:0a:f4:ff:83': -73}, {'48:8b:0a:f3:7b:03': -74}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f4:fa:23': -94}, {'48:8b:0a:f4:27:e2': -73}, {'84:f1:47:a8:77:22': -87}, {'f0:1d:2d:a5:1d:c2': -74}, {'84:f1:47:a8:83:22': -94}, {'48:8b:0a:f4:ff:82': -73}, {'48:8b:0a:f3:7b:02': -74}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f4:fa:22': -94}, {'48:8b:0a:f4:27:e1': -73}, {'84:f1:47:a8:77:21': -87}, {'f0:1d:2d:a5:1d:c1': -74}, {'84:f1:47:a8:44:21': -96}, {'84:f1:47:a8:83:21': -94}, {'48:8b:0a:f4:ff:81': -73}, {'48:8b:0a:f3:7b:01': -74}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f4:fa:21': -94}, {'48:8b:0a:f4:27:e0': -73}, {'84:f1:47:a8:77:20': -93}, {'f0:1d:2d:a5:1d:c0': -74}, {'84:f1:47:a8:44:20': -95}, {'84:f1:47:a8:83:20': -94}, {'48:8b:0a:f4:ff:80': -73}, {'48:8b:0a:f3:7b:00': -74}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f4:fa:20': -94}, {'b0:95:75:bb:5d:e0': -93}, {'32:13:8b:3e:57:39': -85}]"
